0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999
0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999
0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999
0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999
0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.002997,0.003996,0.003996,0.003996,0.003996,0.002997,0.001998,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999
0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.002997,0.003996,0.006993,0.021978,0.031968,0.038961,0.041958,0.046953,0.035964,0.02997,0.023976,0.014985,0.010989,0.004995,0.001998,0.000999,0.000999,0.000999,0.000999,0.000999
0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.002997,0.005994,0.013986,0.036963,0.078921,0.14585,0.24575,0.38861,0.4965,0.56643,0.53746,0.44555,0.31169,0.1958,0.086913,0.033966,0.010989,0.000999,0.000999,0.000999,0.000999,0.000999
0.000999,0.000999,0.000999,0.000999,0.000999,0.002997,0.012987,0.021978,0.071928,0.13087,0.26174,0.43157,0.63037,0.79121,0.87612,0.90809,0.86813,0.74525,0.56543,0.37762,0.23277,0.1039,0.028971,0.006993,0.001998,0.000999,0.000999,0.000999
0.000999,0.000999,0.000999,0.000999,0.003996,0.010989,0.028971,0.076923,0.16683,0.3017,0.5025,0.72228,0.83816,0.85614,0.81019,0.77023,0.75524,0.74525,0.66833,0.4975,0.30969,0.16583,0.060939,0.015984,0.001998,0.000999,0.000999,0.000999
0.000999,0.000999,0.000999,0.000999,0.004995,0.022977,0.064935,0.14885,0.28671,0.48951,0.71229,0.79021,0.72727,0.58841,0.45954,0.43057,0.48352,0.61339,0.67532,0.56044,0.36963,0.18482,0.068931,0.01998,0.001998,0.000999,0.000999,0.000999
