0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999
0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999
0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999
0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999
0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.001998,0.001998,0.001998,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999
0.000999,0.000999,0.000999,0.000999,0.000999,0.001998,0.003996,0.004995,0.00999,0.00999,0.008991,0.008991,0.011988,0.012987,0.011988,0.008991,0.005994,0.001998,0.001998,0.000999,0.001998,0.001998,0.001998,0.000999,0.000999,0.000999,0.000999,0.000999
0.000999,0.000999,0.000999,0.000999,0.004995,0.013986,0.026973,0.038961,0.060939,0.070929,0.08991,0.10989,0.12687,0.13886,0.14785,0.15185,0.15285,0.13786,0.11189,0.084915,0.047952,0.026973,0.015984,0.004995,0.000999,0.000999,0.000999,0.000999
0.000999,0.001998,0.005994,0.012987,0.030969,0.057942,0.11189,0.17083,0.23077,0.30869,0.37063,0.44456,0.48951,0.51149,0.54845,0.57642,0.57243,0.54346,0.4955,0.4046,0.27672,0.15884,0.065934,0.01998,0.001998,0.000999,0.000999,0.000999
0.001998,0.004995,0.010989,0.034965,0.081918,0.15485,0.24775,0.36563,0.48052,0.55744,0.64735,0.74026,0.78821,0.82517,0.82418,0.81518,0.81618,0.81119,0.74625,0.63437,0.44456,0.26773,0.12987,0.037962,0.004995,0.000999,0.000999,0.000999
0.000999,0.006993,0.020979,0.050949,0.11888,0.22078,0.32767,0.46254,0.5964,0.69231,0.75624,0.80619,0.81019,0.78621,0.78022,0.7952,0.83017,0.84615,0.81918,0.70929,0.52248,0.32168,0.15884,0.046953,0.005994,0.000999,0.000999,0.000999
