0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.15,0.283,0.618,1.356,1.963,1.937,1.444,1.615,1.353,0.936,0.479,0.289,0.253,0.087,0,0,0,0
0,0,0,0,0.032,0,0,0.097,0.312,0.486,1.557,4.83,12.015,24.323,36.806,40.412,39.555,43.893,42.478,32.699,20.262,11.428,4.982,1.239,0.21,0,0,0
0,0,0.076,0.05,0,0,0.327,0.685,0.88,1.531,3.586,9.413,22.885,47.076,68.071,82.537,85.236,89.701,83.371,63.858,37.276,18.605,7.684,2.215,0.652,0.011,0.053,0
0,0,0.019,0.012,0,0,0.388,0.783,1.254,1.874,4.534,11.095,27.1,55.514,87.711,104.97,109.7,110.89,100.61,71.845,37.998,16.66,6.285,1.177,0.165,0,0,0
0,0,0,0.049,0.085,0.051,0.34,0.88,1.3,2.064,4.448,10.393,28.304,60.328,100.7,122.7,127.15,122.1,101.55,64.418,29.897,11.502,3.575,0.415,0,0,0,0
0,0,0,0.112,0.064,0,0.303,0.733,1.383,2.087,4.022,9.732,27.234,65.346,116.04,143.55,144.58,128.76,93.608,47.881,18.072,6.147,1.216,0.005,0,0,0,0
0,0.081,0,0.043,0,0,0.14,0.778,1.246,2.013,3.515,7.869,26.138,72.583,134.33,168.26,160.24,124.34,75.518,31.17,9.018,1.771,0.181,0,0,0,0,0
0,0.133,0,0,0,0,0.215,0.409,0.881,1.832,2.879,6.722,25.728,81.489,159.01,196.05,165.83,110.72,52.413,15.719,3.059,0.379,0,0,0,0.105,0,0
0,0,0,0,0,0,0.245,0.511,0.912,1.75,2.955,6.505,26.964,98.652,190.15,214.86,158.85,86.665,29.78,6.079,0.537,0.028,0,0,0,0.154,0,0
0,0,0,0,0,0.006,0.313,0.745,1.033,1.813,2.428,5.909,31.223,123.35,222.46,221.6,144.08,57.518,13.145,1.752,0.061,0.026,0,0,0,0,0,0
0,0,0,0,0,0.077,0.292,0.391,1.029,1.644,2.478,7.269,43.815,161.67,242.11,217.23,114.04,31.73,4.435,0.521,0.019,0,0,0,0,0,0,0
0,0,0,0,0,0.156,0.173,0.091,0.662,1.966,3.275,12.161,68.578,196.14,246.91,200.65,78.464,13.787,1.862,0.576,0.121,0.105,0.012,0,0,0.038,0.025,0
0,0,0,0,0,0.01,0.007,0.269,0.858,1.598,4.586,26.731,106.69,214.51,242.63,171.32,50.316,6.809,1.026,0.161,0.044,0.044,0.005,0,0,0.016,0.01,0
0,0,0,0,0.078,0.12,0.179,0.355,0.796,2.337,11.879,54.029,137.89,218.81,224.54,133.3,34.28,4.881,1.012,0.45,0.012,0,0.026,0.025,0,0,0,0
0,0,0,0,0.037,0.19,0.335,0.505,1.39,5.931,31.1,86.819,155.51,212.37,192.1,100,27.582,4.89,1.254,0.771,0.146,0,0,0,0,0,0.032,0.008
0,0,0,0,0,0.07,0.137,0.684,3.337,17.234,55.945,110.32,160.93,193.04,159.65,83.014,27.261,6.683,2.201,1.062,0.879,0.368,0.18,0.14,0.038,0,0.127,0.241
0,0,0.038,0.025,0,0.036,0.427,2.099,10.674,35.597,81.584,125,155.01,167.5,131.09,75.606,30.126,8.477,4.047,2.701,2.079,1.239,0.472,0.429,0.347,0.039,0,0.148
0,0,0.009,0.063,0.057,0.308,1.626,7.802,23.983,57.7,100.07,129.55,141.6,142.66,113.1,73.309,34.415,11.668,5.73,3.475,2.433,1.394,0.693,0.381,0.562,0.14,0,0
0,0,0,0.253,0.361,0.883,4.663,14.723,38.515,75.674,109.91,124.87,124.5,120.92,101.63,72.968,37.298,13.727,6.167,3.311,1.757,0.915,0.39,0.253,0.302,0.25,0.14,0
0,0,0,0.112,0.44,1.275,6.01,19.315,49.653,83.493,107.57,110.3,105.12,102.66,92.701,67.595,37.233,14.304,6.269,2.884,1.4,0.369,0.137,0.129,0.129,0.129,0,0
0,0,0,0,0.365,1.246,5.395,17.676,43.794,71.587,84.45,82.332,73.272,72.982,69.81,51.78,27.653,9.966,3.863,1.875,0.917,0.229,0.149,0.061,0,0,0,0
0,0,0,0,0,0.363,1.268,4.13,9.459,20.6,27.137,24.401,20.199,21.098,19.75,12.477,6.367,1.818,1.024,0.532,0.14,0,0.002,0.035,0,0,0,0
0,0,0,0,0,0,0,0,0.16,0.59,0.541,0.361,0.571,0.852,1.103,0.438,0.041,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
